"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"96","Trump plans to undo Dodd-Frank law, fiduciary rule https://t.co/P5LeRPyTaL",FALSE,283,NA,2017-02-03 13:22:31,FALSE,NA,"827507561259741184",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",254,FALSE,FALSE,NA,NA
"97","Stocks are higher ahead of the jobs report and an expected update on bank regulation https://t.co/Su1qL34w6m",FALSE,52,NA,2017-02-03 13:17:18,FALSE,NA,"827506248115437568",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",30,FALSE,FALSE,NA,NA
"98","Video: Knife-wielding man shot near Louvre, Paris https://t.co/BTIHQjI7R7",FALSE,38,NA,2017-02-03 12:57:58,FALSE,NA,"827501382018199552",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",49,FALSE,FALSE,NA,NA
"99","Social media playing important role in Democrats’ strategy  https://t.co/Tvjw3uWTEy",FALSE,110,NA,2017-02-03 12:56:55,FALSE,NA,"827501119853191173",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",64,FALSE,FALSE,NA,NA
"100","White House plans broad rethink on regulating big financial firms https://t.co/GY0bz1TCVq",FALSE,55,NA,2017-02-03 12:08:04,FALSE,NA,"827488823412137984",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",65,FALSE,FALSE,NA,NA
"101","Trump signals he’ll push to expand religious rights https://t.co/vxBYSSV841",FALSE,141,NA,2017-02-03 11:59:07,FALSE,NA,"827486571012173825",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",94,FALSE,FALSE,NA,NA
"102","U.K. services sector growth slows  https://t.co/2iF8UV5fsF",FALSE,25,NA,2017-02-03 11:55:03,FALSE,NA,"827485550298931200",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",29,FALSE,FALSE,NA,NA
"103","Deutsche Bank set to slash equities, fixed-income jobs https://t.co/z3y6xT6pMW",FALSE,24,NA,2017-02-03 11:44:28,FALSE,NA,"827482884793589760",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",33,FALSE,FALSE,NA,NA
"104","Trump’s bluntness unsettles world leaders https://t.co/EseH1dmrFG",FALSE,167,NA,2017-02-03 11:35:05,FALSE,NA,"827480523908009985",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",90,FALSE,FALSE,NA,NA
"105","U.S. companies look to build bridges in India—literally https://t.co/xde5FTl19P",FALSE,55,NA,2017-02-03 11:26:00,FALSE,NA,"827478239987765250",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",54,FALSE,FALSE,NA,NA
"106","A man wielding a machete shouted “Allahu akbar” as he clashed with soldiers near the Louvre museum in Paris https://t.co/EfaunIZ0S0",FALSE,76,NA,2017-02-03 11:24:57,FALSE,NA,"827477972349231104",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",184,FALSE,FALSE,NA,NA
"107","When Super Bowl scoring peaks—or timing your bathroom break https://t.co/8SUrX1qzgR",FALSE,36,NA,2017-02-03 11:15:06,FALSE,NA,"827475496095059968",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",19,FALSE,FALSE,NA,NA
"108","Snap IPO will mint fortunes for founders, two big investors https://t.co/UkNAKEh986",FALSE,40,NA,2017-02-03 11:08:05,FALSE,NA,"827473730620252160",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",46,FALSE,FALSE,NA,NA
"109","European stocks are gaining ahead of the U.S. jobs report https://t.co/Hej9ZmGluk",FALSE,35,NA,2017-02-03 11:00:46,FALSE,NA,"827471889626972160",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",27,FALSE,FALSE,NA,NA
"110","Zambia fights a slithering scourge to its corn crop https://t.co/Xgf2c1jGVQ",FALSE,35,NA,2017-02-03 10:59:01,FALSE,NA,"827471448981766144",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",21,FALSE,FALSE,NA,NA
"111","Why wait for Meatless Monday? You'll want these spicy, savory lentil cakes ASAP https://t.co/xVcWefwhB8",FALSE,97,NA,2017-02-03 10:43:56,FALSE,NA,"827467649919643648",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",36,FALSE,FALSE,NA,NA
"112","Take a look at the front page of today's Wall Street Journal https://t.co/Tivrsd2QhR https://t.co/HDRZuMwN9t",FALSE,43,NA,2017-02-03 10:30:09,FALSE,NA,"827464183109320704",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",26,FALSE,FALSE,NA,NA
"113","Philippines, world's largest exporter of nickel ore, expands clampdown on mining  https://t.co/9ceYx0sBX1",FALSE,46,NA,2017-02-03 10:17:34,FALSE,NA,"827461015189192704",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",43,FALSE,FALSE,NA,NA
"114","Knife-wielding man attacks soldier near Louvre museum in Paris https://t.co/Gq0al6wBGr",FALSE,57,NA,2017-02-03 10:04:45,FALSE,NA,"827457790197260288",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",97,FALSE,FALSE,NA,NA
"115","Video: Conservative speaker sparks protests at NYU https://t.co/luPXDjInZJ",FALSE,37,NA,2017-02-03 09:57:53,FALSE,NA,"827456064920621058",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",18,FALSE,FALSE,NA,NA
"116","How many Americans work as contractors? https://t.co/yORG7BhhBK",FALSE,32,NA,2017-02-03 09:54:24,FALSE,NA,"827455185849032705",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",29,FALSE,FALSE,NA,NA
